URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://joofio.github.io/obs-cdss-fhir/ValueSet/ml-response-vs,0.1.0,draft,,MLResponseVS,Model Responses value set,"Model Responses value set",,"Internal"
https://joofio.github.io/obs-cdss-fhir/ValueSet/ml-type-vs,0.1.0,draft,,MlTypesVS,Machine Learning Models value set,"Machine Learning Models value set",,"Internal"
https://joofio.github.io/obs-cdss-fhir/ValueSet/my-vs,0.1.0,draft,,MyVS,value set,"value set",,"Internal"
